question_id,question_var_id,answer_var_id,question,answer_options,num_scale,question_type,subject,source,shuffle_seed,n_options,polarity,model,response,clean_response,num_value
22,1,6,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A lot', 'None at all', 'Not too much', 'A fair amount', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,-0.33333333
23,1,1,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A lot', 'A fair amount', 'Not too much', 'None at all', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,3,3,-0.33333333
23,1,2,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A fair amount', 'Not too much', 'None at all', 'A lot', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,-0.33333333
23,1,3,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['None at all', 'A fair amount', 'A lot', 'Not too much', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,1,1,-1.0
23,1,4,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['None at all', 'Not too much', 'A fair amount', 'A lot', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,-0.33333333
23,1,5,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['Not too much', 'A fair amount', 'None at all', 'A lot', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,-1.0
23,1,6,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A lot', 'None at all', 'Not too much', 'A fair amount', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,-0.33333333
24,1,1,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A lot', 'A fair amount', 'Not too much', 'None at all', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
24,1,2,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A fair amount', 'Not too much', 'None at all', 'A lot', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,-0.33333333
24,1,3,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['None at all', 'A fair amount', 'A lot', 'Not too much', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
24,1,4,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['None at all', 'Not too much', 'A fair amount', 'A lot', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
24,1,5,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['Not too much', 'A fair amount', 'None at all', 'A lot', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
24,1,6,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A lot', 'None at all', 'Not too much', 'A fair amount', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
32,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
32,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,1.0
32,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,1.0
32,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
32,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
32,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
33,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
33,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,1.0
33,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
33,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
33,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
33,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
34,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
34,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,1.0
34,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
34,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
34,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
34,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
35,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
35,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,-0.33333333
35,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
35,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
35,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
35,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
36,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
36,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,-0.33333333
36,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
36,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
36,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
36,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
37,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
37,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,1.0
37,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
37,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
37,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
37,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
38,1,1,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
38,1,2,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,1.0
38,1,3,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
38,1,4,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
38,1,5,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
38,1,6,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
39,1,1,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
39,1,2,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Somewhat important', 'Not too important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,1.0
39,1,3,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Not at all important', 'Somewhat important', 'Very important', 'Not too important', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
39,1,4,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Not at all important', 'Not too important', 'Somewhat important', 'Very important', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,Llama-3.1-8B-Instruct,3,3,0.33333333
39,1,5,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Not too important', 'Somewhat important', 'Not at all important', 'Very important', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,Llama-3.1-8B-Instruct,2,2,0.33333333
39,1,6,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Very important', 'Not at all important', 'Not too important', 'Somewhat important', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,Llama-3.1-8B-Instruct,4,4,0.33333333
48,1,1,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A lot', 'A fair amount', 'Not too much', 'None at all', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,Llama-3.1-8B-Instruct,3,3,-0.33333333
